Date,Close,Signal,TN_TP_FP_FN,Equity Value,DCA Value
2024-05-20,5308.13,Hold,TN,15337.923488746468,15605.110613463123
2024-05-21,5321.41,Hold,TN,15371.29260817846,15644.151833053973
2024-05-22,5307.01,Buy,FP,15335.109225661843,15601.81798048558
2024-05-23,5267.84,Buy,FP,15221.923791986539,15486.664021797804
2024-05-24,5304.72,Buy,FP,15328.492053256521,15595.085721986858
2024-05-28,5306.04,Buy,FP,15332.306318573126,15598.96632513896
2024-05-29,5266.95,Buy,FP,15219.352052492766,15484.047554521007
2024-05-30,5235.48,Buy,FP,15128.41649983099,15391.530447553827
2024-05-31,5277.51,Buy,FP,15249.866175025605,15515.09237973783
2024-06-03,5283.4,Buy,FP,15266.885889203482,15532.408101378649
2024-06-04,5291.34,Buy,FP,15289.829273001847,15555.750517308725
2024-06-05,5354.03,Buy,FP,15470.977979591196,15740.049768524877
2024-06-06,5352.96,Buy,FP,15467.886113008797,15736.904128090977
2024-06-07,5346.99,Buy,FP,15450.63523123597,15719.353218380329
2024-06-10,5360.79,Buy,FP,16490.51164136411,16759.92316042504
2024-06-11,5375.32,Buy,FP,17535.207877207897,17805.34961501867
2024-06-12,5421.03,Buy,FP,17684.32166988762,17956.760606532196
2024-06-13,5433.74,Buy,FP,17725.783851138098,17998.861540729024
2024-06-14,5431.6,Buy,FP,17718.802807245414,17991.772949133338
2024-06-17,5473.23,Hold,TN,17854.60694614843,18129.669242651344
2024-06-18,5487.03,Hold,TN,17899.624892746117,18175.380721165602
2024-06-20,5473.17,Buy,FP,17854.411215945835,18129.47049709259
2024-06-21,5464.62,Hold,TN,17826.519662075527,18101.149254969623
2024-06-24,5447.87,Hold,TN,17771.878313850077,18045.666119816447
2024-06-25,5469.3,Hold,TN,17841.78661787822,18116.65140855272
2024-06-26,5477.9,Hold,TN,17869.84128025069,18145.138271974647
2024-06-27,5482.87,Hold,TN,17886.054265365943,18161.60102909174
2024-06-28,5460.48,Hold,TN,17813.01427809622,18087.435811415344
2024-07-01,5475.09,Hold,TN,17860.67458242899,18135.830354972833
2024-07-02,5509.01,Hold,TN,17971.327390298084,18248.187844190485
2024-07-03,5537.02,Hold,TN,18062.70077321121,18340.968895870512
2024-07-05,5567.19,Hold,TN,18161.120443417887,18440.904787665808
2024-07-08,5572.85,Hold,TN,18179.584325863027,18459.653118708615
2024-07-09,5576.98,Hold,TN,18193.057088141897,18473.333438003097
2024-07-10,5633.91,Hold,TN,19378.772428707565,19661.909849004307
2024-07-11,5584.54,Hold,TN,20217.719093669326,20489.612370122795
2024-07-12,5615.35,Hold,TN,20318.226552703723,20602.653902124264
2024-07-15,5631.22,Hold,TN,20369.997191291062,20660.880747721905
2024-07-16,5667.2,Hold,TN,20487.37006944937,20792.890949650264
2024-07-17,5588.27,Hold,TN,20229.886987930877,20503.29769678185
2024-07-18,5544.59,Buy,FP,20087.395400439073,20343.03628432407
2024-07-19,5505.0,Buy,FP,19943.96550140174,20197.781034342304
2024-07-22,5564.41,Hold,TN,20159.20092200815,20415.755634024463
2024-07-23,5555.74,Hold,TN,20127.7905349242,20383.945504766016
2024-07-24,5427.13,Hold,TN,19661.851678768835,19912.07690915716
2024-07-25,5399.22,Hold,TN,19560.737041685436,19809.67544345898
2024-07-26,5459.1,Hold,TN,19777.67521683965,20029.374467679943
2024-07-29,5463.54,Hold,TN,19793.760812993365,20045.66477608911
2024-07-30,5436.44,Hold,TN,19695.580710343413,19946.23519097909
2024-07-31,5522.3,Hold,TN,20006.64136028898,20261.254533323983
2024-08-01,5446.68,Hold,FN,19732.67902219343,19983.805631994834
2024-08-02,5346.56,Buy,TP,19369.9560746911,19616.466515344815
2024-08-05,5186.33,Buy,TP,18789.461689170734,19028.584507146326
2024-08-06,5240.03,Buy,TP,18984.01045346234,19225.60918317615
2024-08-07,5199.5,Buy,TP,18837.1750453294,19076.90508411677
2024-08-08,5319.31,Buy,TP,19271.232539738656,19516.486581977726
2024-08-09,5344.16,Buy,TP,19361.26115785125,19607.66094323175
2024-08-12,5344.39,Hold,FN,20362.09442071507,20608.50481055925
2024-08-13,5434.43,Hold,FN,20688.29871749004,20955.70809720988
2024-08-14,5455.21,Hold,FN,20763.582205795057,21035.83786505306
2024-08-15,5543.22,Hold,TN,21082.432052076325,21375.21326774211
2024-08-16,5554.25,Hold,TN,21122.39244071946,21417.746055966858
2024-08-19,5608.25,Hold,TN,21318.028069616044,21625.97548154587
2024-08-20,5597.12,Buy,FP,21277.705392771248,21583.05708327375
2024-08-21,5620.85,Buy,FP,21367.916063432316,21674.562347514304
2024-08-22,5570.64,Buy,FP,21177.04047245498,21480.947542730562
2024-08-23,5634.61,Buy,FP,21420.22532716161,21727.622290032214
2024-08-26,5616.84,Buy,FP,21352.671866662364,21659.099384614827
2024-08-27,5625.8,Buy,FP,21386.733712811678,21693.650044859045
2024-08-28,5592.18,Buy,FP,21258.925758845176,21564.007946933743
2024-08-29,5591.96,Buy,FP,21258.08941887276,21563.159604829532
2024-08-30,5648.4,Buy,FP,21472.648637250782,21780.797915564333
2024-09-03,5528.93,Buy,TP,21018.478016775545,21320.109591973145
2024-09-04,5520.07,Buy,TP,20984.79632515915,21285.94454177629
2024-09-05,5503.41,Buy,TP,20921.462579975276,21221.701907884693
2024-09-06,5408.42,Buy,TP,20560.353789157973,20855.410923889325
2024-09-09,5471.05,Buy,TP,20798.444573123525,21096.918496556238
2024-09-10,5495.52,Buy,TP,21891.468387328172,22191.27727514732
2024-09-11,5554.13,Buy,FP,23124.942009875496,23427.948374715033
2024-09-12,5595.76,Buy,FP,23298.270926532314,23603.548422038268
2024-09-13,5626.02,Buy,FP,23424.260189516586,23731.188523695753
2024-09-16,5633.09,Buy,FP,23453.696544086935,23761.010583137868
2024-09-17,5634.58,Buy,FP,23459.90024540374,23767.29557162001
2024-09-18,5618.26,Buy,FP,23391.950979974023,23698.455966231704
2024-09-19,5713.64,Buy,FP,23789.071135408252,24100.77959135037
2024-09-20,5702.55,Buy,FP,23742.897277956316,24054.00071734569
2024-09-23,5718.57,Buy,FP,23809.597476006813,24121.574888811418
2024-09-24,5732.93,Buy,FP,23869.386167892277,24182.14699257221
2024-09-25,5722.26,Buy,FP,23824.961004771256,24137.13972605914
2024-09-26,5745.37,Buy,FP,23921.180828550714,24234.62031922849
2024-09-27,5738.17,Buy,FP,23891.20321144937,24204.249905086588
2024-09-30,5762.48,Buy,FP,23992.41930474572,24306.79223394625
2024-10-01,5708.75,Buy,FP,23768.711337126922,24080.153018412326
2024-10-02,5709.54,Buy,FP,23772.000547892207,24083.485327741786
2024-10-03,5699.94,Buy,FP,23732.030391757078,24042.991442219252
2024-10-04,5751.07,Buy,FP,23944.913108755947,24258.66356375749
2024-10-07,5695.94,Buy,FP,23715.376160034106,24026.118989918195
2024-10-08,5751.13,Buy,FP,23945.162922231793,24258.916650542007
2024-10-09,5792.04,Buy,FP,24115.494077178475,24431.47965645105
2024-10-10,5780.05,Buy,FP,25065.57301758887,25380.904480678637
2024-10-11,5815.03,Buy,FP,26217.26612476878,26534.5059268139
2024-10-14,5859.85,Buy,FP,26419.33866226423,26739.023625886788
2024-10-15,5815.26,Buy,FP,26218.3030878126,26535.55543754096
2024-10-16,5842.47,Buy,FP,26340.980324431323,26659.717119642104
2024-10-17,5841.47,Buy,FP,26336.4717894582,26655.154029524456
2024-10-18,5864.67,Buy,FP,26441.069800834688,26761.01772025384
2024-10-21,5853.98,Hold,TN,26392.873561971985,26712.2382868962
2024-10-22,5851.2,Buy,FP,26380.339834746697,26699.55289636915
2024-10-23,5797.42,Buy,FP,26137.87082389206,26454.14990984216
2024-10-24,5809.86,Buy,FP,26193.956998957725,26510.91475090567
2024-10-25,5808.12,Buy,FP,26186.11214810449,26502.97497410097
2024-10-28,5823.52,Buy,FP,26255.543586690612,26573.246561912714
2024-10-29,5832.92,Buy,FP,26297.923815437982,26616.139609018584
2024-10-30,5813.67,Buy,FP,26211.134517205333,26528.300124253903
2024-10-31,5705.45,Buy,FP,25723.220862413786,26034.48251172227
2024-11-01,5728.8,Buy,FP,25828.49515403625,26141.030665969305
2024-11-04,5712.69,Buy,FP,25755.862655619207,26067.519284174028
2024-11-05,5782.76,Buy,FP,26071.775701186052,26387.25500871747
2024-11-06,5929.04,Hold,TN,26731.28419705472,27054.7438311267
2024-11-07,5973.1,Hold,TN,26929.93024797059,27255.793581710175
2024-11-08,5995.54,Hold,TN,27031.101772767506,27358.189323950144
2024-11-11,6001.35,Hold,TN,28057.29636096136,28384.700877533673
2024-11-12,5983.99,Hold,TN,27979.028193827915,28302.59295061156
2024-11-13,5985.38,Hold,TN,27985.29505744056,28309.167260428483
2024-11-14,5949.17,Buy,FP,27822.041006063715,28137.904124838074
2024-11-15,5870.62,Buy,FP,27454.692061416594,27766.384674392713
2024-11-18,5893.62,Hold,TN,27562.254451319634,27875.16821812592
2024-11-19,5916.98,Hold,TN,27671.500426455936,27985.65446080451
2024-11-20,5917.11,Hold,TN,27672.108387790173,27986.26932431257
2024-11-21,5948.71,Hold,TN,27819.889758265654,28135.728453963413
2024-11-22,5969.34,Hold,TN,27916.368545383033,28233.302562972804
2024-11-25,5987.37,Hold,TN,28000.68810581572,28318.57940182105
2024-11-26,6021.63,Hold,TN,28160.90930051477,28480.619584790602
2024-11-27,5998.74,Hold,TN,28053.861339433002,28372.356310179595
2024-11-29,6032.38,Hold,TN,28211.18302623032,28531.464067187644
2024-12-02,6047.15,Hold,TN,28280.25678705066,28601.322021141532
2024-12-03,6049.88,Hold,TN,28293.02397506959,28614.234154810736
2024-12-04,6086.49,Hold,TN,28464.23524004134,28787.38917811824
2024-12-05,6075.11,Hold,TN,28411.015240167573,28733.564972566768
2024-12-06,6090.27,Hold,TN,28481.912884990623,28805.26751704483
2024-12-09,6052.85,Hold,TN,28306.913553244027,28628.281421110198
2024-12-10,6034.91,Hold,TN,29223.014889119655,29543.430256998294
2024-12-11,6084.19,Hold,TN,30453.479001051033,30784.676645604726
2024-12-12,6051.25,Hold,TN,30299.43095220729,30618.007417867557
2024-12-13,6051.09,Hold,TN,30298.68269210362,30617.197852705507
2024-12-16,6074.08,Hold,TN,30406.198315750178,30733.522246927656
2024-12-17,6050.61,Hold,TN,30296.437911792596,30614.769157219354
2024-12-18,5872.16,Hold,TN,29461.89406491445,29711.851012419775
2024-12-19,5867.08,Buy,FP,29438.136806622824,29686.147318524665
2024-12-20,5930.85,Hold,TN,29758.103465362496,30008.80963342447
2024-12-23,5974.07,Hold,TN,29974.960278765793,30227.493422823387
2024-12-24,6040.04,Hold,TN,30305.965461093783,30561.287258701384
2024-12-26,6037.59,Hold,TN,30293.672559824972,30548.890792157486
2024-12-27,5970.84,Hold,TN,29958.75371913385,30211.150326114494
2024-12-30,5906.94,Hold,TN,29638.13478400032,29887.830239520525
2024-12-31,5881.63,Hold,TN,29511.141587627408,29759.767150448646
2025-01-02,5868.55,Hold,TN,29445.51254738411,29693.58519845101
2025-01-03,5942.47,Hold,TN,29816.40693995172,30067.604303318396
2025-01-06,5975.38,Hold,TN,29981.533217811568,30234.12173758768
2025-01-07,5909.03,Hold,TN,29648.62138140923,29898.405184449814
2025-01-08,5918.25,Hold,TN,29694.882830265742,29945.05637691298
2025-01-10,5827.04,Hold,TN,30237.23567731537,30483.553636721503
2025-01-13,5836.22,Hold,TN,31283.296425743003,31531.577851826445
2025-01-14,5842.91,Hold,TN,31316.863572472943,31567.722180831985
2025-01-15,5949.91,Hold,TN,31853.737219723134,32145.815335330175
2025-01-16,5937.34,Hold,TN,31790.66710994804,32077.902896526044
2025-01-17,5996.66,Hold,TN,32088.30584597497,32398.39341918803
2025-01-21,6049.24,Hold,TN,32352.126559735854,32682.469475856393
2025-01-22,6086.37,Hold,TN,32538.426732842396,32883.07320320703
2025-01-23,6118.71,Hold,TN,32700.693029590722,33057.79780709928
2025-01-24,6101.24,Hold,TN,32613.037117278003,32963.41194346299
2025-01-27,6012.28,Hold,TN,32166.67936345205,32482.78421426524
2025-01-28,6067.7,Hold,TN,32444.74980766332,32782.20405185674
2025-01-29,6039.31,Hold,TN,32302.30267826675,32628.820270023058
2025-01-30,6071.17,Hold,TN,32462.160569868538,32800.951558829714
2025-01-31,6040.53,Hold,TN,32308.424041347545,32635.411612532287
2025-02-03,5994.57,Hold,TN,32077.819248566062,32387.101693086148
2025-02-04,6037.88,Hold,TN,32295.127637934344,32621.094352163876
2025-02-05,6061.48,Hold,TN,32413.540890972698,32748.599010539176
2025-02-06,6083.57,Hold,TN,32524.377702820893,32867.945531874364
2025-02-07,6025.99,Hold,TN,32235.469435450184,32556.855776397675
2025-02-10,6066.44,Hold,TN,33438.42774415364,33775.396599757034
2025-02-11,6068.5,Hold,TN,34448.76381624089,34786.865816792975
2025-02-12,6051.97,Hold,TN,34365.824364006825,34692.1097993337
2025-02-13,6115.07,Hold,TN,34682.429290562766,35053.82212248434
2025-02-14,6114.63,Hold,TN,34680.22158584511,35051.29988124526
2025-02-18,6129.58,Hold,TN,34755.23337113847,35136.998759709626
2025-02-19,6144.15,Hold,TN,34828.338502357496,35220.519338922066
2025-02-20,6117.52,Hold,TN,34694.72219183159,35067.866420292885
2025-02-21,6013.13,Hold,TN,34170.94424756573,34469.46468631991
2025-02-24,5983.25,Hold,TN,34021.02102719343,34298.181576720206
2025-02-25,5955.25,Hold,TN,33880.530726978424,34137.67531605114
2025-02-26,5956.06,Hold,TN,33884.59491066322,34142.318532877645
2025-02-27,5861.57,Hold,TN,33410.4903225448,33600.66722678408
2025-02-28,5954.5,Hold,TN,33876.76759393695,34133.37604121179
2025-03-03,5849.72,Hold,TN,33351.03282048952,33532.73868432236
2025-03-04,5778.15,Hold,TN,32991.92957811853,33122.473217319326
2025-03-05,5842.63,Hold,TN,33315.4586694708,33492.09620617436
2025-03-06,5738.52,Hold,TN,32793.08562820709,32895.29953480808
2025-03-07,5770.2,Hold,TN,32952.040367878915,33076.900904022215
2025-03-10,5614.56,Hold,TN,33171.11499911238,33184.71538936033
2025-03-11,5572.07,Hold,TN,33957.92096853611,33933.579315136536
2025-03-12,5599.3,Hold,TN,34094.547785495204,34099.40841720295
2025-03-13,5521.52,Hold,TN,33704.28580154081,33625.732781553845
2025-03-14,5638.94,Hold,TN,34293.441910513866,34340.81369101537
2025-03-17,5675.12,Hold,TN,34474.97544843454,34561.14776787041
2025-03-18,5614.66,Hold,TN,34171.61675018458,34192.9499158346
2025-03-19,5675.29,Hold,TN,34475.82842525728,34562.183057894326
2025-03-20,5662.89,Hold,TN,34413.61129230492,34486.66778556148
2025-03-21,5667.56,Hold,TN,34437.04306737649,34515.107811512644
2025-03-24,5767.57,Hold,TN,34938.844314680144,35124.16284264233
2025-03-25,5776.65,Hold,TN,34984.40331203558,35179.45950980219
2025-03-26,5712.2,Hold,TN,34661.02474600498,34786.9627919109
2025-03-27,5693.31,Hold,TN,34566.243968467075,34671.92380042965
2025-03-28,5580.94,Hold,TN,34002.42628863993,33987.59709461979
2025-03-31,5611.85,Hold,TN,34157.51754505586,34175.837180733375
2025-04-01,5633.07,Hold,TN,34263.989122575935,34305.065735483615
2025-04-02,5670.97,Hold,TN,34454.15277893838,34535.874511404174
2025-04-03,5396.52,Hold,TN,33077.09696129526,32864.49011690819
2025-04-04,5074.08,Buy,TP,31459.250804105064,30900.849438601454
2025-04-07,5062.25,Buy,TP,31385.904909477358,30828.80543281939
2025-04-08,4982.77,Buy,TP,30893.129617422393,30344.776896931107
2025-04-09,5456.9,Hold,TN,33832.73139424702,33232.20077363862
2025-04-10,5268.05,Hold,FN,33661.863076373585,33082.11535589198
2025-04-11,5363.36,Hold,FN,35252.78422742742,34680.63974623947
2025-04-14,5405.97,Hold,FN,35516.96584789122,34956.16517425237
2025-04-15,5396.63,Hold,FN,35459.05793108456,34895.770724648035
2025-04-16,5275.7,Hold,FN,34709.293008233435,34113.811325220675
2025-04-17,5282.7,Buy,TP,34752.69294588296,34159.074831348116
2025-04-21,5158.2,Buy,TP,33933.659067040244,33354.03104379576
2025-04-22,5287.76,Buy,TP,34785.980587866456,34191.793880063095
2025-04-23,5375.86,Buy,TP,35365.55395915997,34761.467435752755
2025-04-24,5484.77,Buy,TP,36082.02769204962,35465.70292894414
2025-04-25,5525.21,Buy,TP,36348.065684502624,35727.196670057536
2025-04-28,5528.75,Hold,FN,36371.35387672032,35750.0870717277
